"id","name","type","form","multiple_link","db_column","alert","alert_type","method","condition","category","calculation","disregard","calculation_group","calculation_priority","classification_casedef","source","source_link","alert_desc","case_def","risk_factors","symptoms","labs_diagnostics",,
"mhg_21","Drug Dependence","case","demo_case",,"icd_code",,,"match","F11.2","mhgap",,,"mhgap",,"Suspected","mhGAP Guidelines","http://www.paho.org/mhgap/en/","None","mhGAP Guidelines",,"Strong desire or sense of compulsion to take drugs, Difficulties in controlling drug use in terms of its onset, termination or levels of use, A physiological withdrawal state when drug use has ceased or been reduced, as shown by the characteristic drug-withdrawal syndrome; or use of the same (or a closely related) substance with the intention of relieving or avoiding withdrawal symptoms, Evidence of tolerance, such that increased doses of the substance are required in order to achieve effects originally produced by lower doses, Progressive neglect of alternative pleasures or interests because of drug use, increased amount of time necessary to obtain or take drug or to recover from its effects, Drug use persisting, despite clear evidence of overtly harmful consequences","•  State clearly the diagnosis and inform about the risks of short-term and long-term harm.
•  Explore the person's reasons for their drug use, using brief intervention techniques
•  Advise the person to stop using the substance completely and indicate the intention to support the person in doing so
•  Ask the person if they are ready to try to stop using the substance

Cannabis or Stimulant Dependence
•  Provide a more intensive brief intervention (i.e., up to 3 sessions, each lasting up to 45 minutes)
•  Treat withdrawal symptoms
•  Arrange detoxification service if necessary

Opioid dependence
•  Assess severity of dependence
•  In most cases, advise opioid agonist maintenance treatment (also known as opioid-substitutiontherapy, OST). Provide or refer for OST, if available
•  Arrange planned detoxification if requested

Benzodiazepine dependence
•  Gradual reduction of benzodiazepines with supervised dispensing or more rapid reduction ofbenzodiazepines in an in-patient setting

IN ALL CASES
•  Consider referral to self-help groups, and rehabilitation / therapeutic communities
•  Address housing and employment needs
•  Provide information and support to person, carers and family members
•  If available, provide psychosocial interventions, such as family counselling or therapy, problem-solving counselling or therapy, cognitive behavioural therapy, motivational enhancement therapy, contingency management therapy",,
"mhg_22","Risk Of Self-Harm Or Suicide","case","demo_case",,"icd_code",,,"match","R45.8","mhgap",,,"mhgap",,"Suspected","mhGAP Guidelines","http://www.paho.org/mhgap/en/","None","mhGAP Guidelines",,"Strong desire or sense of compulsion to take drugs, Difficulties in controlling drug use in terms of its onset, termination or levels of use, A physiological withdrawal state when drug use has ceased or been reduced, as shown by the characteristic drug-withdrawal syndrome; or use of the same (or a closely related) substance with the intention of relieving or avoiding withdrawal symptoms, Evidence of tolerance, such that increased doses of the substance are required in order to achieve effects originally produced by lower doses, Progressive neglect of alternative pleasures or interests because of drug use, increased amount of time necessary to obtain or take drug or to recover from its effects, Drug use persisting, despite clear evidence of overtly harmful consequences","If person requires urgent medical treatment for act of self-harm
•  Medically treat injury or poisoning.loading
•  If Acute Pesticide Intoxication, follow Pesticide Intoxication Management

In all cases:
•  Place the person in a secure and supportive environment at the health facility while being assessed (do not leave them alone)
•  Care for the person with self-harm
•  Offer and activate psychosocial support
•  Consult mental health specialist if available
•  Maintain regular contact and follow-up",,
"mhg_23","Severe Pneumonia Or Very Severe Disease","case","demo_case",,"icd_code",,,"match","J18.8","imci",,,"imci",,"Suspected","IMCI Guidelines","http://apps.who.int/iris/bitstream/10665/104772/16/9789241506823_Chartbook_eng.pdf","None","IMCI Guidelines",,"Chest indrawing, Stridor, Wheezing, None of the above","•  Give first dose of an appropriate antibiotic 
•  Refer URGENTLY to hospital",,
"imc_1","Pneumonia","case","demo_case",,"icd_code",,,"match","J18.9","imci",,,"imci",,"Suspected","IMCI Guidelines","http://apps.who.int/iris/bitstream/10665/104772/16/9789241506823_Chartbook_eng.pdf","None","IMCI Guidelines",,"Chest indrawing, Stridor, Wheezing, None of the above"," •  Give oral Amoxicillin for 5 days
•  If wheezing (or disappeared after rapidly acting bronchodilator) give an inhaled bronchodilator for 5 days
•  If chest indrawing in HIV exposed/infected child, give first dose of amoxicillin and refer.
•  Soothe the throat and relieve the cough with a safe remedy
•  If coughing for more than 14 days or recurrent wheeze, refer for possible TB or asthma assessment
•  Advise mother when to return immediately Follow-up in 3 days 
•  Refer URGENTLY to hospital",,
"imc_2","Cough Or Cold","case","demo_case",,"icd_code",,,"match","J00","imci",,,"imci",,"Suspected","IMCI Guidelines","http://apps.who.int/iris/bitstream/10665/104772/16/9789241506823_Chartbook_eng.pdf","None","IMCI Guidelines",,"Chest indrawing, Stridor, Wheezing, None of the above","•  If wheezing (or disappeared after rapidly acting bronchodilator) give an inhaled bronchodilator for 5 days
•  Soothe the throat and relieve the cough with a safe remedy
•  If coughing for more than 14 days or recurrent wheezing, refer for possible TB or asthma assessment
•  Advise mother when to return immediately Follow-up in 5 days if not improving",,
"imc_3","Severe Dehydration","case","demo_case",,"icd_code",,,"match","R57.1","imci",,,"imci",,"Suspected","IMCI Guidelines","http://apps.who.int/iris/bitstream/10665/104772/16/9789241506823_Chartbook_eng.pdf","None","IMCI Guidelines",,"Duration, Skin pinch, is lethargic or unconscious, is restless and irritable, is not able to drink or drinking poorly, is drinking eagerly, thirsty","•  If child has no other severe classification:
•  Give fluid for severe dehydration (Plan C)

OR

•  If child also has another severe classification:
•  Refer URGENTLY to hospital with mother giving frequent sips of ORS on the way Advise the mother to continue breastfeeding
•  If child is 2 years or older and there is cholera in your area, give antibiotic for cholera",,
"imc_4","Some Dehydration","case","demo_case",,"icd_code",,,"match","E86","imci",,,"imci",,"Suspected","IMCI Guidelines","http://apps.who.int/iris/bitstream/10665/104772/16/9789241506823_Chartbook_eng.pdf","None","IMCI Guidelines",,"Duration, Skin pinch, is lethargic or unconscious, is restless and irritable, is not able to drink or drinking poorly, is drinking eagerly, thirsty","•  Give fluid, zinc supplements, and food for some dehydration (Plan B)
•  If child also has a severe classification:
•  Refer URGENTLY to hospital with mother giving frequent sips of ORS on the way  
•  Advise the mother to continue breastfeeding
•  Advise mother when to return immediately 
•  Follow-up in 5 days if not improving",,
"imc_5","Severe Persistent Diarrhoea","case","demo_case",,"icd_code",,,"match","K52","imci",,,"imci",,"Suspected","IMCI Guidelines","http://apps.who.int/iris/bitstream/10665/104772/16/9789241506823_Chartbook_eng.pdf","None","IMCI Guidelines",,"Duration, Skin pinch, is lethargic or unconscious, is restless and irritable, is not able to drink or drinking poorly, is drinking eagerly, thirsty","•  Treat dehydration before referral unless the child has another severe classification
•  Refer to hospital",,
"imc_6","Persistent Diarrhoea","case","demo_case",,"icd_code",,,"match","K52.9","imci",,,"imci",,"Suspected","IMCI Guidelines","http://apps.who.int/iris/bitstream/10665/104772/16/9789241506823_Chartbook_eng.pdf","None","IMCI Guidelines",,"Duration, Skin pinch, is lethargic or unconscious, is restless and irritable, is not able to drink or drinking poorly, is drinking eagerly, thirsty","•   Advise the mother on feeding a child MOH has PERSISTENT DIARRHOEA
•   Give multivitamins and minerals (including zinc) for 14 days 
•   Follow-up in 5 days",,
"imc_7","Dysentery","case","demo_case",,"icd_code",,,"match","A09.0","imci",,,"imci",,"Suspected","IMCI Guidelines","http://apps.who.int/iris/bitstream/10665/104772/16/9789241506823_Chartbook_eng.pdf","None","IMCI Guidelines",,"blood in the stool","•  Give ciprofloxacin for 3 days
•  Follow-up in 3 days",,
"imc_8","Very Severe Febrile Disease","case","demo_case",,"icd_code",,,"match","R50.9","imci",,,"imci",,"Suspected","IMCI Guidelines","http://apps.who.int/iris/bitstream/10665/104772/16/9789241506823_Chartbook_eng.pdf","None","IMCI Guidelines",,"Duration (Less than seven days, More than seven days), Has a stiff neck, Has a runny nose, Has any bacterial cause of infection, Has a generalised rash, Has cough, runny nose or red eyes","•  Give first dose of an appropriate antibiotic
•  Treat the child to prevent low blood sugar
•  Give one dose of paracetamol in clinic for high fever (38.5 oC or above)
•  Refer URGENTLY to hospital",,
"imc_9","Severe Complicated Measles","case","demo_case",,"icd_code",,,"match","B05.8","imci",,,"imci",,"Suspected","IMCI Guidelines","http://apps.who.int/iris/bitstream/10665/104772/16/9789241506823_Chartbook_eng.pdf","None","IMCI Guidelines",,"Duration (Less than seven days, More than seven days), Has a stiff neck, Has a runny nose, Has any bacterial cause of infection, Has a generalised rash, Has cough, runny nose or red eyes","•  Give one dose of paracetamol in clinic for high fever (38.5 oC or above)
•  Give appropriate antibiotic treatment for any identified bacterial cause of fever
•  Advise mother when to return immediately
•  Follow-up in 2 days if fever persists
•  If fever is present every day for more than 7 days, refer for assessment",,
"imc_10","Measles With Eye Or Mouth Complications","case","demo_case",,"icd_code",,,"match","B05.3","imci",,,"imci",,"Suspected","IMCI Guidelines","http://apps.who.int/iris/bitstream/10665/104772/16/9789241506823_Chartbook_eng.pdf","None","IMCI Guidelines",,,,,
"imc_11","Measles","case","demo_case",,"icd_code",,,"match","B05.9","imci",,,"imci",,"Suspected","IMCI Guidelines","http://apps.who.int/iris/bitstream/10665/104772/16/9789241506823_Chartbook_eng.pdf","1 case","IMCI Guidelines",,"Deep and extensive mouth ulcers, Mouth ulcers, Pus draining from the eye, Clouding of the cornea","•  Give Vitamin A treatment",,
"imc_12","Mastoiditis","case","demo_case",,"icd_code",,,"match","H70","imci",,,"imci",,"Suspected","IMCI Guidelines","http://apps.who.int/iris/bitstream/10665/104772/16/9789241506823_Chartbook_eng.pdf","None","IMCI Guidelines",,"Duration (Less than two weeks, More than two weeks), Pus draining from the ear, Tender swelling behind the ear","•  Give first dose of an appropriate antibiotic 
•  Give first dose of paracetamol for pain 
•  Refer URGENTLY to hospital",,
"imc_13","Acute Ear Infection","case","demo_case",,"icd_code",,,"match","H66.9","imci",,,"imci",,"Suspected","IMCI Guidelines","http://apps.who.int/iris/bitstream/10665/104772/16/9789241506823_Chartbook_eng.pdf","None","IMCI Guidelines",,"Duration (Less than two weeks, More than two weeks), Pus draining from the ear, Tender swelling behind the ear","•  Give an antibiotic for 5 days 
•  Give paracetamol for pain 
•  Dry the ear by wicking 
•  Follow-up in 5 days",,
"imc_14","Chronic Ear Infection","case","demo_case",,"icd_code",,,"match","H67","imci",,,"imci",,"Suspected","IMCI Guidelines","http://apps.who.int/iris/bitstream/10665/104772/16/9789241506823_Chartbook_eng.pdf","None","IMCI Guidelines",,"Duration (Less than two weeks, More than two weeks), Pus draining from the ear, Tender swelling behind the ear","•  Dry the ear by wicking
•  Treat with topical quinolone eardrops for 14 days 
•  Follow-up in 5 days",,
"imc_15","Complicated Severe Acute Malnutrition","case","demo_case",,"icd_code",,,"match","E46","imci",,,"imci",,"Suspected","IMCI Guidelines","http://apps.who.int/iris/bitstream/10665/104772/16/9789241506823_Chartbook_eng.pdf","None","IMCI Guidelines",,,"•  Give first dose appropriate antibiotic 
•  Treat the child to prevent low blood sugar
•  Keep the child warm
•  Refer URGENTLY to hospital",,
"imc_16","Severe Acute Malnutrition","case","demo_case",,"icd_code",,,"match","E43","imci",,,"imci",,"Suspected","IMCI Guidelines","http://apps.who.int/iris/bitstream/10665/104772/16/9789241506823_Chartbook_eng.pdf","None","IMCI Guidelines",,,"•   Give oral antibiotics for 5 days
•  Give ready-to-use therapeutic food for a child aged 6 months or more
•  Counsel the mother on how to feed the child. 
•  Assess for possible TB infection
•  Advise mother when to return immediately 
•  Follow up in 7 days",,
"imc_17","Moderate Acute Malnutrition","case","demo_case",,"icd_code",,,"match","E44","imci",,,"imci",,"Suspected","IMCI Guidelines","http://apps.who.int/iris/bitstream/10665/104772/16/9789241506823_Chartbook_eng.pdf","None","IMCI Guidelines",,,"•   Assess the child's feeding and counsel the mother on the feeding recommendations
•  If feeding problem, follow up in 7 days 
•  Assess for possible TB infection.
•  Advise mother when to return immediately 
•  Follow-up in 30 days",,
"imc_18","Severe Anaemia","case","demo_case",,"icd_code",,,"match","D64.9","imci",,,"imci",,"Suspected","IMCI Guidelines","http://apps.who.int/iris/bitstream/10665/104772/16/9789241506823_Chartbook_eng.pdf","None","IMCI Guidelines",,"Severe pallor, Some pallor","•  Refer URGENTLY to hopsital",,
"imc_19","Anaemia","case","demo_case",,"icd_code",,,"match","D53.9","imci",,,"imci",,"Suspected","IMCI Guidelines","http://apps.who.int/iris/bitstream/10665/104772/16/9789241506823_Chartbook_eng.pdf","None","IMCI Guidelines",,"Severe pallor, Some pallor"," •  Give iron
 •  Give mebendazole if child is 1 year or older and has not had a dose in the previous 6 months 
 •  Advise mother when to return immediately 
 •  Follow-up in 14 days",,
"imc_20","Confirmed HIV Infection","case","demo_case",,"icd_code",,,"match","B24","imci",,,"imci",,"Suspected","IMCI Guidelines","http://apps.who.int/iris/bitstream/10665/104772/16/9789241506823_Chartbook_eng.pdf","1 case","IMCI Guidelines",,," •  Initiate ART treatment and HIV care
 •  Give cotrimoxazole prophylaxis 
 •  Assess the child's feeding and provide appropriate counselling to the mother
 •  Advise the mother on home care
 •  Asess or refer for TB assessment and INH preventive therapy
 •  Follow-up regularly as per national guidelines",,
"imc_21","HIV Exposed","case","demo_case",,"icd_code",,,"match","O98.7","imci",,,"imci",,"Suspected","IMCI Guidelines","http://apps.who.int/iris/bitstream/10665/104772/16/9789241506823_Chartbook_eng.pdf","None","IMCI Guidelines",,," •  Give cotrimoxazole prophylaxis
 •  Start or continue ARV prophylaxis as recommended
 •  Do virological test to confirm HIV status
 •  Assess the child's feeding and provide appropriate counselling to the mother
 •  Advise the mother on home care
 •  Follow-up regularly as per national guidelines",,
"vac_1","Vaccinated","case","demo_case",,"vaccination",,,"match","yes","vaccinated",,,,,,,,,,,,,,
"vac_2","BCG","case","demo_case",,"vaccination_type",,,"sub_match","bcg","epi",,,,,,"MOH Guidelines",,"None",,,,,,
"vac_3","Hepatitis B","case","demo_case",,"vaccination_type",,,"sub_match","hepb","epi",,,,,,"MOH Guidelines",,"None",,,,,,
"vac_4","Diptheria","case","demo_case",,"vaccination_type",,,"sub_match","diptheria","epi",,,,,,"MOH Guidelines",,"None",,,,,,
"vac_5","Tetanus","case","demo_case",,"vaccination_type",,,"sub_match","tetanus","epi",,,,,,"MOH Guidelines",,"None",,,,,,
"vac_6","Pertussis","case","demo_case",,"vaccination_type",,,"sub_match","pertussis","epi",,,,,,"MOH Guidelines",,"None",,,,,,
"vac_7","Polio","case","demo_case",,"vaccination_type",,,"sub_match","polio","epi",,,,,,"MOH Guidelines",,"None",,,,,,
"vac_8","Haemophilus influenzae type B (HiB)","case","demo_case",,"vaccination_type",,,"sub_match","hib","epi",,,,,,"MOH Guidelines",,"None",,,,,,
"vac_9","Measles","case","demo_case",,"vaccination_type",,,"sub_match","measles","epi",,,,,,"MOH Guidelines",,"None",,,,,,
"vac_10","Mumps","case","demo_case",,"vaccination_type",,,"sub_match","mumps","epi",,,,,,"MOH Guidelines",,"None",,,,,,
"vac_11","Rubella","case","demo_case",,"vaccination_type",,,"sub_match","rubella","epi",,,,,,"MOH Guidelines",,"None",,,,,,
"smo_1","Smoking prevalence (ever)","case","demo_case",,"smoke_ever",,,"match","yes","public",,,,,,,,,,,,,,
"smo_2","Smoking prevalence (current)","case","demo_case",,"smoke_now",,,"match","yes","public",,,,,,,,,,,,,,
"smo_3","Smoking non-prevalence (ever)","case","demo_case",,"smoke_ever",,,"match","no","public",,,,,,,,,,,,,,
"mod_1","Mental Health (mhGAP)","case","demo_case",,"intro_module",,,"sub_match","mh","module",,,,,,,,,,,,,,
"mod_2","Child Health (IMCI)","case","demo_case",,"intro_module",,,"sub_match","imci","module",,,,,,,,,,,,,,
"mod_3","Reproductive Health","case","demo_case",,"intro_module",,,"sub_match","rh","module",,,,,,,,,,,,,,
"mod_4","Laboratory Results","case","demo_case",,"intro_module",,,"sub_match","labs","module",,,,,,,,,,,,,,
"mod_5","Prescribing","case","demo_case",,"intro_module",,,"sub_match","px","module",,,,,,,,,,,,,,
"pre_1","Pregnant women","case","demo_case",,"pregnant",,,"match","yes","pregnancy",,,,,,,,,,,,,,
"pre_2","Complications in pregnancy","case","demo_case",,"pregnancy_complications",,,"match","yes","pregnancy",,,,,,,,,,,,,,
"nut_1","Child is breastfed","case","demo_case",,"breastfeed",,,"match","yes","nutrition,nutrition_breastfeed",,,,,,,,,,,,,,
"nut_2","Child is exclusively breastfed","case","demo_case",,"exclusive_breastfeed",,,"match","yes","nutrition,nutrition_ex_breastfeed",,,,,,,,,,,,,,
"nut_3","Child is provided an infant formula","case","demo_case",,"formula",,,"match","yes","nutrition,nutrition_formula",,,,,,,,,,,,,,
"nut_4","Child Age < 6 and Breastfed","case","demo_case",,"breastfeed;child_age",,,"match and between","yes;0,6","nutrition","None;child_age",,,,,,,,,,,,,
"nut_5","Not Exclusively Breastfed","case","demo_case",,"exclusive_breastfeed",,,"match","no","nutrition",,,,,,,,,,,,,,
"vis_1","New Visit","case","demo_case",,"intro./visit",,,"match","new","visit,new_visit",,,,,,,,,,,,,,
"vis_2","Return Visit","case","demo_case",,"intro./visit",,,"match","return","visit",,,,,,,,,,,,,,
"vis_3","Referral","case","demo_case",,"intro./visit",,,"match","referral","visit",,,,,,,,,,,,,,
"pip_1","PIP","case","demo_case",,"pip./namru",,,"not_null",,"pip",,,,,,,,,,,,,,
"pip_2","Severe Acute Respiratory Illness","case","demo_case",,"sari",,,"match","yes","pip,pip_exists",,,,,,,,,,,,,,
"pip_3","Has Chronic Illness","case","demo_case",,"pip5./chronic",,,"not_null",,"pip",,,,,,,,,,,,,,
"pip_4","SARI Not Null","case","demo_case",,"sari",,,"not_null",,"pip",,,,,,,,,,,,,,
"lab_1","Measured BP","case","demo_case",,"results./bp_systolic;results./bp_diastolic",,,"between and between","1,300;1,200","lab","results./bp_systolic;results./bp_diastolic",,,,,,,,,,,,,
"lab_2","Controlled BP (Sys < 140, Dia < 90)","case","demo_case",,"results./bp_systolic;results./bp_diastolic",,,"between and between","1,140;1,90","lab","results./bp_systolic;results./bp_diastolic",,,,,,,,,,,,,
"lab_3","Measured BMI","case","demo_case",,"results./bmi_weight,results./bmi_height",,,"between","0,50","lab","results./bmi_weight / ((results./bmi_height/100) * (results./bmi_height/100))",,,,,,,,,,,,,
"lab_4","Overweight (BMI > 25)","case","demo_case",,"results./bmi_weight,results./bmi_height;results./bmi_weight / ((results./bmi_height/100) * (results./bmi_height/100))",,,"between","25,50","lab","results./bmi_weight / ((results./bmi_height/100) * (results./bmi_height/100))",,,,,,,,,,,,,
"lab_5","Obese (BMI > 30)","case","demo_case",,"results./bmi_weight,results./bmi_height;results./bmi_weight / ((results./bmi_height/100) * (results./bmi_height/100))",,,"between","30,50","lab","results./bmi_weight / ((results./bmi_height/100) * (results./bmi_height/100))",,,,,,,,,,,,,
"lab_6","Measured Fasting Glucose","case","demo_case",,"results./glucose_fasting",,,"not_null",,"lab",,,,,,,,,,,,,,
"lab_7","Fasting Glucose < 126","case","demo_case",,"results./glucose_fasting",,,"between","1, 126","lab","results./glucose_fasting",,,,,,,,,,,,,
"lab_8","Measured HbA1c","case","demo_case",,"results./hba1c",,,"not_null",,"lab",,,,,,,,,,,,,,
"lab_9","HbA1c < 7%","case","demo_case",,"results./hba1c",,,"between","0, 7","lab","results./hba1c",,,,,,,,,,,,,
"lab_10","Complications recorded","case","demo_case",,"ncd_comlications",,,"not_null",,"lab",,,,,,,,,,,,,,
"lab_11","Complications","case","demo_case",,"ncd_comlications",,,"match","yes","lab",,,,,,,,,,,,,,
"com_1","Co-morbidity Diabetes","case","demo_case",,"cd./comorbidity",,,"sub_match","diabetes","lab",,,,,,,,,,,,,,
"com_2","Co-morbidity Hypertension","case","demo_case",,"cd./comorbidity",,,"sub_match","hypertension","lab",,,,,,,,,,,,,,
"ale_1","Date Investigated","case","alert_investigation","last","SubmissionDate",,,"value",,"alert",,,,,,,,,,,,,,
"ale_2","Confirmed Status","case","alert_investigation","last","alert_labs./return_lab",,,"match","yes","alert",,,,,,,,,,,,,,
"ale_3","Disregarded Status","case","alert_investigation","last","alert_labs./return_lab",,,"match","no","alert",,1,,,,,,,,,,,,
"ale_4","Ongoing Status","case","alert_investigation","last","alert_labs./return_lab",,,"match",",unsure","alert",,,,,,,,,,,,,,
"ale_5","Referral","case","alert_investigation","last","pt./checklist",,,"sub_match","referral","alert",,,,,,,,,,,,,,
"ale_6","Case Management","case","alert_investigation","last","pt./checklist",,,"sub_match","case_management","alert",,,,,,,,,,,,,,
"ale_7","Contact Tracing","case","alert_investigation","last","pt./checklist",,,"sub_match","contract_tracing","alert",,,,,,,,,,,,,,
"ale_8","Laboratory Diagnosis","case","alert_investigation","last","pt./checklist",,,"sub_match","return_lab","alert",,,,,,,,,,,,,,
"ale_9","Number of Investigation Forms","case","alert_investigation","count",,,,"value",,,,,,,,,,,,,,,,
"Tot_1","Number of Return Visits","case","return_visit","count",,,,"value",,,,,,,,,,,,,,,,
"Ret_2","Return Measured BP","case","return_visit","any","results./bp_systolic;results./bp_diastolic",,,"between and between","1,300;1,200","lab","results./bp_systolic;results./bp_diastolic",,,,,,,,,,,,,
"reg_2","Total Consultations","register","demo_register",,"consult./consultations, consult./ncd_consultations",,,"calc",,"key_indicators,use","consult./consultations + consult./ncd_consultations",,,,,,,,,,,,,
"reg_3","CD Consultations","register","demo_register",,"consult./consultations",,,"calc",,"key_indicators,use","consult./consultations",,,,,,,,,,,,,
"reg_4","NCD Consultations","register","demo_register",,"consult./ncd_consultations",,,"calc",,,"consult./ncd_consultations",,,,,,,,,,,,,
"reg_5","Refugee Consultations","register","demo_register",,"consult./consultations_refugee",,,"calc",,,"consult./consultations_refugee",,,,,,,,,,,,,
"reg_6","Active Surveillence AFP","register","demo_register",,"surveillance./afp",,,"calc",,,"surveillance./afp",,,,,,,,,,,,,
"reg_7","Active Surveillence Measles","register","demo_register",,"surveillance./measles",,,"calc",,,"surveillance./measles",,,,,,,,,,,,,
"reg_8","Timely","register","demo_register",,"SubmissionDate,intro./visit_date",,,"calc",,,"abs(int(Variable.to_date(SubmissionDate)/604800)-int(Variable.to_date(intro./visit_date)/604800))<=1",,,,,,,,,,,,,
"reg_1","Daily Forms","register","mad_register",,"SubmissionDate",,,"not_null",,"key_indicators,use",,,,,,,,,,,,,,
"reg_10","Daily Forms CD","register","demo_register",,"intro./module;intro./module",,,"match or match","cd;cd ncd",,,,,,,,,,,,,,,
"reg_11","Daily Forms NCD,","register","demo_register",,"intro./module;intro./module",,,"match or match","ncd;cd ncd",,,,,,,,,,,,,,,
